circuit,gender,year,attacks,kills,errors,aces,serve_errors,blocks,digs,win
AVP,W,2017,69,33,8,5,4,1,23,lose
AVP,W,2017,42,25,5,0,2,3,15,lose
AVP,W,2017,40,20,2,0,3,0,9,lose
AVP,W,2017,62,29,9,4,4,3,20,lose
AVP,W,2017,61,32,8,1,4,1,12,lose
AVP,W,2017,72,34,9,1,2,1,19,lose
AVP,W,2017,49,22,9,2,7,4,18,lose
AVP,W,2017,66,31,8,6,7,2,15,lose
AVP,W,2017,63,29,8,1,3,2,21,lose
AVP,W,2017,35,23,9,0,4,2,17,lose
AVP,W,2017,76,37,14,4,5,0,25,lose
AVP,W,2017,37,17,9,0,2,2,4,lose
AVP,M,2017,33,19,9,0,6,2,12,lose
AVP,M,2017,52,25,9,1,2,0,13,lose
AVP,M,2017,33,26,3,3,10,1,2,lose
AVP,M,2017,48,29,8,3,9,0,15,lose
AVP,M,2017,61,32,10,1,4,8,12,lose
AVP,M,2017,70,28,17,1,5,1,18,lose
AVP,M,2017,70,41,10,4,9,0,22,lose
AVP,M,2017,57,18,12,3,8,3,15,lose
AVP,M,2017,44,27,4,1,6,2,51,lose
AVP,M,2017,73,35,9,1,9,6,21,lose
AVP,M,2017,47,25,10,1,6,3,11,lose
AVP,M,2017,56,12,12,3,2,1,2,lose
AVP,M,2017,38,18,9,2,3,0,45,lose
AVP,M,2017,62,18,8,2,7,2,12,lose
AVP,M,2017,61,35,13,2,5,2,21,lose
AVP,M,2017,41,18,13,3,2,1,13,lose
AVP,M,2017,67,34,10,6,6,1,10,lose
AVP,M,2017,43,19,8,2,5,4,3,lose
AVP,M,2017,35,20,8,0,5,1,45,lose
AVP,M,2017,52,29,7,2,4,4,56,lose
AVP,M,2017,39,25,7,1,4,1,9,lose
AVP,M,2017,50,26,10,1,6,2,12,lose
AVP,M,2017,75,36,9,2,6,1,25,lose
AVP,M,2017,53,25,7,2,5,3,15,lose
AVP,M,2017,42,18,4,2,7,2,9,lose
AVP,M,2017,58,23,6,1,3,6,19,lose
AVP,M,2017,49,20,12,2,1,1,18,lose
AVP,M,2017,63,23,8,0,6,4,12,lose
AVP,M,2017,26,12,8,0,4,1,2,lose
AVP,M,2017,66,33,13,1,3,15,28,lose
AVP,M,2017,49,29,6,1,5,3,15,lose
AVP,M,2017,50,18,7,2,5,2,9,lose
AVP,M,2017,35,18,14,1,5,6,3,lose
AVP,M,2017,50,23,8,1,5,4,7,lose
AVP,M,2017,29,23,7,1,8,1,2,lose
AVP,M,2017,62,38,10,0,2,6,17,lose
AVP,M,2017,74,38,13,0,4,3,18,lose
AVP,M,2017,52,30,8,0,9,2,11,lose
AVP,M,2017,73,36,19,2,2,5,19,lose
AVP,M,2017,49,26,7,4,2,0,11,lose
AVP,M,2017,36,20,12,1,3,2,7,lose
AVP,M,2017,70,34,10,1,1,1,13,lose
AVP,W,2017,54,25,6,1,4,0,14,lose
AVP,W,2017,51,32,4,3,4,5,47,lose
AVP,W,2017,54,34,11,4,4,2,9,lose
AVP,W,2017,71,37,6,4,6,3,17,lose
AVP,W,2017,74,27,10,3,5,0,33,lose
AVP,W,2017,34,19,10,0,5,1,10,lose
AVP,W,2017,46,12,8,0,2,4,55,lose
AVP,W,2017,78,31,12,8,5,1,21,lose
AVP,W,2017,44,23,5,1,5,0,10,lose
AVP,W,2017,66,38,6,2,4,1,25,lose
AVP,W,2017,63,28,11,4,5,4,20,lose
AVP,W,2017,28,20,7,4,2,7,8,lose
AVP,W,2017,72,30,10,1,6,2,16,lose
AVP,W,2017,58,29,6,3,4,5,22,lose
AVP,W,2017,51,29,3,0,9,2,12,lose
AVP,W,2017,52,26,8,5,3,3,57,lose
AVP,W,2017,14,10,0,0,0,0,15,lose
AVP,W,2017,43,21,6,4,5,0,11,lose
AVP,W,2017,77,39,6,1,7,2,34,lose
AVP,W,2017,78,35,9,5,7,2,19,lose
AVP,W,2017,70,39,7,2,7,0,24,lose
AVP,W,2017,42,21,12,2,4,2,12,lose
AVP,W,2017,74,33,8,3,7,5,20,lose
AVP,W,2017,53,22,9,3,3,4,16,lose
AVP,W,2017,71,30,18,2,5,5,21,lose
AVP,W,2017,81,33,11,5,6,2,31,lose
AVP,W,2017,50,24,15,0,1,0,18,lose
AVP,W,2017,63,24,11,7,3,4,18,lose
AVP,W,2017,23,15,7,1,2,4,10,lose
AVP,W,2017,54,27,5,4,4,0,14,lose
AVP,W,2017,47,19,8,0,4,0,14,lose
AVP,W,2017,89,44,8,0,5,1,32,lose
AVP,W,2017,54,27,12,1,2,2,15,lose
AVP,W,2017,76,37,7,1,5,0,32,lose
AVP,W,2017,60,30,5,5,1,2,22,lose
AVP,W,2017,62,28,11,4,3,5,25,lose
AVP,W,2017,51,36,4,3,4,1,19,lose
AVP,W,2017,39,20,8,1,4,1,10,lose
AVP,W,2017,35,20,7,2,2,3,6,lose
AVP,W,2017,68,37,4,1,6,3,20,lose
AVP,W,2017,68,27,8,1,6,2,23,lose
AVP,W,2017,61,33,11,3,6,3,16,lose
AVP,W,2017,40,23,9,3,2,0,9,lose
FIVB,W,2004,48,19,0,2,7,0,13,lose
FIVB,W,2004,55,26,0,0,5,1,19,lose
FIVB,W,2004,48,18,0,1,5,0,14,lose
FIVB,W,2004,52,22,0,4,1,0,12,lose
FIVB,W,2004,70,34,0,4,12,2,22,lose
FIVB,W,2004,70,26,0,1,0,1,31,lose
FIVB,W,2004,49,11,0,1,3,1,13,lose
FIVB,W,2004,62,31,0,4,7,0,23,lose
FIVB,W,2004,50,29,0,2,8,0,18,lose
FIVB,W,2004,48,18,0,3,5,1,11,lose
FIVB,W,2004,51,20,0,1,2,1,19,lose
FIVB,W,2004,51,21,0,1,3,3,16,lose
FIVB,W,2004,42,23,0,2,6,1,11,lose
FIVB,W,2004,39,15,0,1,6,1,8,lose
FIVB,W,2004,65,29,0,4,5,0,16,lose
FIVB,W,2004,41,17,0,0,3,0,10,lose
FIVB,W,2004,52,24,0,2,6,0,15,lose
FIVB,W,2004,72,27,0,2,3,2,29,lose
FIVB,W,2004,67,32,0,1,6,4,23,lose
FIVB,W,2004,59,31,0,2,7,2,12,lose
FIVB,W,2004,75,32,0,2,5,4,25,lose
FIVB,W,2004,45,17,0,1,4,2,9,lose
FIVB,W,2004,52,23,0,1,2,4,4,lose
FIVB,W,2004,70,44,0,1,6,3,19,lose
FIVB,W,2004,73,31,0,1,8,5,28,lose
FIVB,W,2004,46,25,0,2,7,1,11,lose
FIVB,W,2004,41,15,0,0,1,3,10,lose
FIVB,W,2004,50,20,0,0,4,2,11,lose
FIVB,W,2004,46,19,0,5,14,0,11,lose
FIVB,W,2004,60,29,0,3,6,3,16,lose
FIVB,W,2004,45,16,0,1,4,2,16,lose
FIVB,W,2004,56,30,0,0,5,3,18,lose
FIVB,W,2004,50,24,0,6,10,2,15,lose
FIVB,W,2004,55,23,0,2,7,1,16,lose
FIVB,W,2004,50,32,0,0,6,1,14,lose
FIVB,W,2004,66,29,0,3,6,0,15,lose
FIVB,W,2004,47,20,0,1,4,0,15,lose
FIVB,W,2004,54,25,0,1,5,1,20,lose
FIVB,W,2004,45,20,0,4,4,0,13,lose
FIVB,W,2004,72,33,0,3,2,2,26,lose
FIVB,W,2004,61,27,0,0,4,1,16,lose
FIVB,W,2004,45,21,0,2,7,1,11,lose
FIVB,W,2004,81,34,0,4,6,0,35,lose
FIVB,W,2004,48,27,0,4,10,3,18,lose
FIVB,W,2004,59,25,0,0,1,1,18,lose
FIVB,W,2004,40,23,0,0,4,0,10,lose
FIVB,W,2004,78,35,0,1,3,1,32,lose
FIVB,W,2004,67,23,0,0,2,0,30,lose
FIVB,M,2004,65,31,0,1,8,2,18,lose
FIVB,M,2004,74,40,0,3,7,4,26,lose
FIVB,M,2004,40,17,0,2,6,6,6,lose
FIVB,M,2004,52,33,0,1,2,4,14,lose
FIVB,M,2004,44,27,0,0,9,1,7,lose
FIVB,M,2004,51,16,0,1,3,2,13,lose
FIVB,M,2004,37,13,0,2,1,2,4,lose
FIVB,M,2004,71,37,0,2,4,1,19,lose
FIVB,M,2004,49,23,0,0,3,1,11,lose
FIVB,M,2004,59,27,0,1,3,6,15,lose
FIVB,M,2004,47,31,0,1,6,0,8,lose
FIVB,M,2004,45,24,0,2,6,3,9,lose
FIVB,M,2004,38,16,0,1,1,1,6,lose
FIVB,M,2004,51,20,0,1,1,2,12,lose
FIVB,M,2004,61,37,0,0,8,1,9,lose
FIVB,M,2004,57,20,0,1,4,2,20,lose
FIVB,M,2004,61,35,0,0,8,5,7,lose
FIVB,M,2004,54,26,0,1,4,1,20,lose
FIVB,M,2004,34,16,0,1,4,0,5,lose
FIVB,M,2004,54,26,0,0,6,1,12,lose
FIVB,M,2004,61,21,0,0,1,2,24,lose
FIVB,M,2004,52,26,0,1,1,3,13,lose
FIVB,M,2004,74,36,0,6,3,3,17,lose
FIVB,M,2004,52,25,0,1,5,8,13,lose
FIVB,M,2004,34,17,0,0,5,2,9,lose
FIVB,M,2004,48,24,0,0,6,0,12,lose
FIVB,M,2004,60,32,0,0,3,6,18,lose
FIVB,M,2004,44,16,0,1,3,2,3,lose
FIVB,M,2004,62,32,0,2,3,0,19,lose
FIVB,M,2004,57,29,0,0,4,5,19,lose
FIVB,M,2004,86,42,0,1,6,1,28,lose
FIVB,M,2004,50,22,0,1,2,2,12,lose
FIVB,M,2004,53,17,0,1,4,3,17,lose
FIVB,M,2004,32,17,0,1,2,1,5,lose
FIVB,M,2004,60,28,0,1,4,3,19,lose
FIVB,M,2004,60,28,0,2,10,2,8,lose
FIVB,M,2004,61,35,0,2,5,3,12,lose
FIVB,M,2004,46,18,0,2,8,2,13,lose
FIVB,M,2004,66,34,0,1,2,4,15,lose
FIVB,M,2004,50,25,0,0,3,3,12,lose
FIVB,M,2004,50,30,0,0,4,0,12,lose
FIVB,M,2004,44,16,0,0,0,3,8,lose
FIVB,M,2004,41,23,0,1,5,2,9,lose
FIVB,M,2004,47,19,0,0,5,0,13,lose
FIVB,M,2004,51,26,0,1,1,2,15,lose
FIVB,M,2004,84,43,0,1,5,5,19,lose
FIVB,M,2004,61,29,0,1,4,11,14,lose
FIVB,M,2004,62,32,0,1,9,3,15,lose
FIVB,M,2004,42,27,0,1,2,3,6,lose
FIVB,M,2004,74,36,0,0,3,5,18,lose
FIVB,M,2004,32,17,0,0,0,3,7,lose
FIVB,M,2008,55,24,14,2,3,3,5,lose
FIVB,M,2008,54,29,11,0,5,3,2,lose
FIVB,M,2008,71,34,9,0,8,1,7,lose
FIVB,M,2008,44,20,12,0,3,1,3,lose
FIVB,M,2008,74,40,13,1,1,2,9,lose
FIVB,M,2008,48,21,10,0,3,1,2,lose
FIVB,M,2008,50,27,12,1,3,3,3,lose
FIVB,M,2008,51,21,13,0,2,1,3,lose
FIVB,M,2008,43,16,8,0,3,0,6,lose
FIVB,M,2008,65,34,12,2,4,8,11,lose
FIVB,M,2008,53,27,9,0,1,2,3,lose
FIVB,M,2008,44,18,11,2,2,0,5,lose
FIVB,M,2008,37,9,12,0,4,3,6,lose
FIVB,M,2008,36,18,10,0,8,4,0,lose
FIVB,M,2008,47,22,8,1,4,2,1,lose
FIVB,M,2008,32,10,7,1,5,0,2,lose
FIVB,M,2008,41,17,10,0,3,1,1,lose
FIVB,M,2008,50,25,6,1,7,1,1,lose
FIVB,M,2008,44,20,8,2,4,2,4,lose
FIVB,M,2008,59,33,11,0,3,2,9,lose
FIVB,M,2008,55,33,9,2,5,4,3,lose
FIVB,M,2008,39,15,10,1,8,4,3,lose
FIVB,M,2008,54,31,10,2,3,3,5,lose
FIVB,M,2008,45,24,10,2,2,4,3,lose
FIVB,M,2008,41,16,13,2,11,1,3,lose
FIVB,M,2008,68,31,15,2,12,3,11,lose
FIVB,M,2008,50,24,7,3,9,2,7,lose
FIVB,M,2008,40,19,10,1,1,1,4,lose
FIVB,M,2008,47,21,10,0,6,1,5,lose
FIVB,M,2008,51,21,9,1,4,2,8,lose
FIVB,M,2008,41,21,7,1,4,4,2,lose
FIVB,M,2008,54,20,11,0,4,2,4,lose
FIVB,M,2008,53,22,10,0,3,3,10,lose
FIVB,M,2008,70,37,9,0,8,6,5,lose
FIVB,M,2008,80,38,16,2,5,1,6,lose
FIVB,M,2008,39,20,7,0,6,2,2,lose
FIVB,M,2008,56,24,11,2,4,2,9,lose
FIVB,M,2008,58,32,9,0,6,0,9,lose
FIVB,M,2008,44,22,6,1,1,2,9,lose
FIVB,M,2008,67,32,11,4,7,5,4,lose
FIVB,M,2008,34,21,7,1,6,1,2,lose
FIVB,M,2008,66,34,14,1,7,4,7,lose
FIVB,M,2008,69,39,16,5,11,7,3,lose
FIVB,M,2008,66,30,8,1,3,5,8,lose
FIVB,M,2008,46,21,10,0,5,3,8,lose
FIVB,M,2008,62,22,15,1,2,3,19,lose
FIVB,M,2008,55,23,13,0,7,2,3,lose
FIVB,M,2008,56,27,10,2,5,3,5,lose
FIVB,M,2008,63,24,11,0,1,3,6,lose
FIVB,M,2008,48,21,9,0,5,7,3,lose
FIVB,M,2008,47,12,12,0,0,2,3,lose
FIVB,M,2008,46,23,8,2,5,3,4,lose
FIVB,M,2008,43,20,10,1,3,1,5,lose
FIVB,M,2008,63,30,19,2,4,4,3,lose
FIVB,W,2008,42,18,7,0,6,3,3,lose
FIVB,W,2008,60,24,15,2,4,4,6,lose
FIVB,W,2008,69,32,14,6,6,4,6,lose
FIVB,W,2008,42,21,8,3,6,0,3,lose
FIVB,W,2008,51,26,8,2,2,0,4,lose
FIVB,W,2008,64,27,12,3,5,1,4,lose
FIVB,W,2008,59,19,8,0,2,0,6,lose
FIVB,W,2008,48,21,10,3,5,2,5,lose
FIVB,W,2008,51,25,11,1,1,0,4,lose
FIVB,W,2008,41,15,7,2,5,1,2,lose
FIVB,W,2008,39,26,6,3,4,0,3,lose
FIVB,W,2008,50,21,13,4,0,0,4,lose
FIVB,W,2008,71,25,12,2,10,5,6,lose
FIVB,W,2008,74,29,15,1,6,4,5,lose
FIVB,W,2008,66,30,10,2,8,6,13,lose
FIVB,W,2008,61,23,8,0,2,0,20,lose
FIVB,W,2008,81,35,6,8,4,0,13,lose
FIVB,W,2008,59,28,14,1,8,4,1,lose
FIVB,W,2008,35,14,3,0,5,0,4,lose
FIVB,W,2008,43,18,9,1,9,1,3,lose
FIVB,W,2008,48,26,6,2,11,8,6,lose
FIVB,W,2008,33,10,3,1,6,1,1,lose
FIVB,W,2008,45,15,13,1,1,1,4,lose
FIVB,W,2008,42,24,7,2,11,1,3,lose
FIVB,W,2008,51,22,18,4,6,1,12,lose
FIVB,W,2008,63,26,13,0,2,1,7,lose
FIVB,W,2008,60,26,7,2,0,3,13,lose
FIVB,W,2008,52,30,10,2,5,1,4,lose
FIVB,W,2008,50,24,10,0,6,0,4,lose
FIVB,W,2008,46,18,8,1,2,3,2,lose
FIVB,W,2008,59,29,8,3,4,1,0,lose
FIVB,W,2008,45,25,7,1,3,1,14,lose
FIVB,W,2008,43,19,8,5,3,0,2,lose
FIVB,W,2008,67,37,13,2,7,2,3,lose
FIVB,W,2008,34,12,7,3,5,2,0,lose
FIVB,W,2008,49,24,5,5,3,0,10,lose
FIVB,W,2008,65,23,8,1,2,0,7,lose
FIVB,W,2008,68,28,6,2,4,4,9,lose
FIVB,W,2008,44,18,12,1,4,0,4,lose
FIVB,W,2008,58,32,6,14,7,0,9,lose
FIVB,W,2008,49,21,10,0,0,0,2,lose
FIVB,W,2008,53,22,9,1,2,2,7,lose
FIVB,W,2008,74,33,12,2,7,3,3,lose
FIVB,W,2008,63,39,10,2,8,2,6,lose
FIVB,W,2008,44,14,9,2,3,3,3,lose
FIVB,W,2008,60,26,6,1,5,2,4,lose
FIVB,W,2008,43,15,12,4,4,2,3,lose
FIVB,W,2008,43,17,15,4,7,1,7,lose
FIVB,W,2008,58,22,12,1,0,4,12,lose
FIVB,W,2008,68,23,11,2,6,0,13,lose
FIVB,W,2008,72,34,13,9,8,3,7,lose
FIVB,W,2008,58,19,12,1,6,3,8,lose
FIVB,W,2008,40,23,6,3,4,1,1,lose
FIVB,W,2008,52,23,6,5,1,3,6,lose
FIVB,W,2009,30,14,6,0,3,1,6,lose
FIVB,W,2009,63,30,8,2,5,2,14,lose
FIVB,W,2009,37,15,6,4,5,2,7,lose
FIVB,W,2009,41,18,3,0,2,0,6,lose
FIVB,W,2009,38,20,4,1,5,0,6,lose
FIVB,W,2009,50,23,6,4,8,1,12,lose
FIVB,W,2009,61,32,6,0,12,0,11,lose
FIVB,W,2009,62,28,10,5,2,2,16,lose
FIVB,W,2009,74,33,4,4,3,2,22,lose
FIVB,W,2009,42,19,12,2,7,0,8,lose
FIVB,W,2009,50,15,6,2,3,1,15,lose
FIVB,W,2009,55,34,7,0,6,0,20,lose
FIVB,W,2009,34,18,6,1,3,1,8,lose
FIVB,W,2009,37,13,6,1,4,0,12,lose
FIVB,W,2009,47,21,9,1,4,3,9,lose
FIVB,W,2009,51,22,6,3,4,1,9,lose
FIVB,W,2009,42,21,8,3,6,0,7,lose
FIVB,W,2009,36,8,9,3,3,0,7,lose
FIVB,W,2009,37,19,4,0,4,1,8,lose
FIVB,W,2009,61,40,6,4,7,1,15,lose
FIVB,W,2009,71,40,9,3,11,1,17,lose
FIVB,W,2009,40,23,9,3,7,2,6,lose
FIVB,W,2009,36,13,10,4,6,0,4,lose
FIVB,W,2009,50,21,9,1,5,0,14,lose
FIVB,W,2009,34,14,8,0,6,0,5,lose
FIVB,W,2009,39,15,8,3,8,1,7,lose
FIVB,W,2009,36,20,6,0,6,1,8,lose
FIVB,W,2009,42,19,10,3,6,2,11,lose
FIVB,W,2009,49,27,4,1,2,0,19,lose
FIVB,W,2009,47,23,8,2,2,2,9,lose
FIVB,W,2009,37,16,9,7,8,1,5,lose
FIVB,W,2009,63,37,3,0,5,3,21,lose
FIVB,W,2009,70,38,10,4,9,2,12,lose
FIVB,W,2009,57,20,8,1,1,2,20,lose
FIVB,W,2009,49,20,12,3,4,1,10,lose
FIVB,W,2009,50,25,9,3,2,0,17,lose
FIVB,W,2009,58,35,8,3,5,2,16,lose
FIVB,W,2009,52,28,9,2,7,2,10,lose
FIVB,W,2009,44,24,6,2,3,1,10,lose
FIVB,W,2009,49,31,4,1,3,2,6,lose
FIVB,W,2009,45,21,7,0,7,0,10,lose
FIVB,W,2009,44,20,8,5,4,0,9,lose
FIVB,W,2009,42,17,10,1,9,0,7,lose
FIVB,W,2009,35,11,13,1,4,1,7,lose
FIVB,W,2009,50,27,9,4,11,1,9,lose
FIVB,W,2009,55,31,11,2,6,1,12,lose
FIVB,W,2009,54,34,6,1,10,5,10,lose
FIVB,W,2009,40,17,9,2,5,0,4,lose
FIVB,W,2009,42,22,7,4,7,2,8,lose
FIVB,W,2009,45,19,7,5,2,2,9,lose
FIVB,W,2009,70,43,6,2,8,0,22,lose
FIVB,W,2009,42,26,4,1,8,0,7,lose
FIVB,W,2009,46,14,11,1,4,0,7,lose
FIVB,W,2009,39,17,8,2,4,0,10,lose
FIVB,W,2009,53,30,10,3,4,5,13,lose
FIVB,W,2009,56,27,7,2,6,0,12,lose
FIVB,W,2009,42,21,7,2,4,2,12,lose
FIVB,W,2009,40,17,11,3,5,0,9,lose
FIVB,W,2009,38,17,9,4,7,1,10,lose
FIVB,W,2009,53,18,2,1,2,1,21,lose
FIVB,W,2009,50,23,7,1,4,2,9,lose
FIVB,W,2009,79,40,9,6,7,0,23,lose
FIVB,W,2009,43,25,3,0,4,0,15,lose
FIVB,W,2009,72,42,10,5,10,1,21,lose
FIVB,W,2009,55,22,9,0,0,0,17,lose
FIVB,W,2009,60,29,11,2,10,1,19,lose
FIVB,W,2009,44,19,10,0,4,2,14,lose
FIVB,W,2009,36,14,7,3,7,1,6,lose
FIVB,W,2009,62,35,8,8,7,9,13,lose
FIVB,W,2009,43,17,11,4,5,2,9,lose
FIVB,W,2009,37,15,12,3,8,2,6,lose
FIVB,W,2009,33,13,8,1,3,0,6,lose
FIVB,W,2009,48,19,7,3,4,0,25,lose
FIVB,W,2009,38,13,3,0,5,1,12,lose
FIVB,W,2009,75,35,7,3,6,1,16,lose
FIVB,W,2009,66,37,7,3,3,3,15,lose
FIVB,W,2009,38,15,9,1,3,2,6,lose
FIVB,W,2009,50,23,9,0,8,1,14,lose
FIVB,W,2009,32,14,7,1,6,2,5,lose
FIVB,W,2009,42,14,9,0,2,2,10,lose
FIVB,W,2009,51,25,8,4,3,0,17,lose
FIVB,W,2009,43,25,6,4,8,1,10,lose
FIVB,W,2009,47,26,11,2,4,4,8,lose
FIVB,W,2009,46,19,7,1,2,3,11,lose
FIVB,W,2009,82,33,10,7,7,1,34,lose
FIVB,W,2009,55,22,5,3,6,0,16,lose
FIVB,W,2009,38,15,6,0,4,0,11,lose
FIVB,W,2009,36,16,9,1,7,0,3,lose
FIVB,W,2009,61,33,5,5,5,3,8,lose
FIVB,W,2009,54,23,15,4,6,3,16,lose
FIVB,W,2009,43,19,6,1,4,0,7,lose
FIVB,W,2009,45,17,8,2,6,0,10,lose
FIVB,W,2009,51,27,6,4,8,4,13,lose
FIVB,W,2009,47,23,5,0,4,1,16,lose
FIVB,W,2009,42,17,6,0,7,3,7,lose
FIVB,W,2009,53,27,10,0,6,2,15,lose
FIVB,W,2009,72,42,8,0,6,1,22,lose
FIVB,W,2009,40,17,7,4,7,1,5,lose
FIVB,W,2009,46,19,10,3,4,0,11,lose
FIVB,W,2009,70,32,8,3,4,2,22,lose
FIVB,W,2009,60,30,10,2,7,6,14,lose
FIVB,W,2009,47,23,8,1,2,1,6,lose
FIVB,W,2009,51,34,6,2,4,2,13,lose
FIVB,M,2009,34,15,6,2,4,0,2,lose
FIVB,M,2009,42,22,10,0,6,0,3,lose
FIVB,M,2009,39,14,14,2,3,1,7,lose
FIVB,M,2009,46,22,12,2,6,1,5,lose
FIVB,M,2009,39,14,13,0,6,0,7,lose
FIVB,M,2009,55,27,11,2,3,2,10,lose
FIVB,M,2009,40,12,17,0,2,0,9,lose
FIVB,M,2009,73,34,14,2,6,2,22,lose
FIVB,M,2009,53,28,15,1,6,3,14,lose
FIVB,M,2009,35,17,8,2,5,2,6,lose
FIVB,M,2009,39,16,7,0,6,2,5,lose
FIVB,M,2009,34,16,6,1,3,0,5,lose
FIVB,M,2009,34,20,6,0,8,1,5,lose
FIVB,M,2009,67,41,10,2,6,6,12,lose
FIVB,M,2009,33,14,7,1,2,1,1,lose
FIVB,M,2009,42,18,10,0,5,2,4,lose
FIVB,M,2009,42,23,7,0,7,2,6,lose
FIVB,M,2009,32,18,9,1,7,2,4,lose
FIVB,M,2009,45,20,11,0,7,2,4,lose
FIVB,M,2009,48,22,5,2,7,3,11,lose
FIVB,M,2009,40,28,5,0,10,2,6,lose
FIVB,M,2009,57,36,10,3,6,1,19,lose
FIVB,M,2009,44,20,7,0,5,0,8,lose
FIVB,M,2009,61,34,11,1,7,4,10,lose
FIVB,M,2009,37,15,9,0,6,2,3,lose
FIVB,M,2009,52,29,7,0,8,1,9,lose
FIVB,M,2009,49,18,13,3,6,4,7,lose
FIVB,M,2009,66,36,10,1,6,2,18,lose
FIVB,M,2009,39,20,12,1,8,2,4,lose
FIVB,M,2009,42,16,8,0,4,2,3,lose
FIVB,M,2009,40,21,8,1,5,0,9,lose
FIVB,M,2009,47,18,14,0,3,2,3,lose
FIVB,M,2009,70,35,18,2,9,6,19,lose
FIVB,M,2009,43,22,6,1,2,0,3,lose
FIVB,M,2009,41,28,4,2,7,2,7,lose
FIVB,M,2009,54,28,10,2,3,2,5,lose
FIVB,M,2009,40,19,8,2,2,2,5,lose
FIVB,M,2009,63,35,10,2,7,1,15,lose
FIVB,M,2009,36,24,8,2,6,3,3,lose
FIVB,M,2009,68,36,12,0,6,6,15,lose
FIVB,M,2009,59,36,10,1,8,2,13,lose
FIVB,M,2009,51,16,8,1,5,2,6,lose
FIVB,M,2009,57,28,15,2,5,2,12,lose
FIVB,M,2009,59,32,17,2,11,1,6,lose
FIVB,M,2009,42,25,6,1,5,1,3,lose
FIVB,M,2009,46,25,7,2,7,2,8,lose
FIVB,M,2009,51,22,9,0,4,2,11,lose
FIVB,M,2009,57,31,9,3,9,1,7,lose
FIVB,M,2009,58,34,10,0,2,5,15,lose
FIVB,M,2009,38,16,10,1,3,2,4,lose
FIVB,M,2009,32,18,7,0,4,2,4,lose
FIVB,M,2009,39,15,8,0,2,5,5,lose
FIVB,M,2009,51,22,11,3,2,0,9,lose
FIVB,M,2009,54,34,13,1,6,3,10,lose
FIVB,M,2009,73,41,9,2,8,8,13,lose
FIVB,M,2009,75,44,10,3,4,5,15,lose
FIVB,M,2009,42,26,5,1,4,1,10,lose
FIVB,M,2009,36,18,5,0,3,2,9,lose
FIVB,M,2009,55,20,13,0,1,3,15,lose
FIVB,M,2009,42,19,8,1,2,3,7,lose
FIVB,M,2009,51,29,13,2,8,3,8,lose
FIVB,M,2009,41,20,4,0,4,2,9,lose
FIVB,M,2009,39,20,6,3,10,0,8,lose
FIVB,M,2009,38,24,12,2,7,0,5,lose
FIVB,M,2009,38,15,10,3,5,0,4,lose
FIVB,M,2009,38,22,6,2,9,1,2,lose
FIVB,M,2009,39,20,8,3,5,4,5,lose
FIVB,M,2009,68,35,16,2,4,2,19,lose
FIVB,M,2009,43,17,8,2,9,4,5,lose
FIVB,M,2009,52,24,11,0,5,2,12,lose
FIVB,M,2009,41,16,11,0,5,5,8,lose
FIVB,M,2009,47,23,5,0,6,2,15,lose
FIVB,M,2009,43,23,12,0,1,1,6,lose
FIVB,M,2009,46,23,12,1,7,0,8,lose
FIVB,M,2009,42,18,9,0,6,4,5,lose
FIVB,M,2009,52,22,15,1,0,5,12,lose
FIVB,M,2009,46,25,8,2,6,1,11,lose
FIVB,M,2009,50,25,5,1,8,6,9,lose
FIVB,M,2009,48,26,9,1,4,0,6,lose
FIVB,M,2009,44,20,7,2,8,1,8,lose
FIVB,M,2009,40,18,12,1,5,1,3,lose
FIVB,M,2009,41,17,10,1,4,0,5,lose
FIVB,M,2009,45,19,11,1,6,3,5,lose
FIVB,M,2009,47,24,11,2,9,3,6,lose
FIVB,M,2009,41,20,12,1,8,0,7,lose
FIVB,M,2009,45,23,16,3,10,1,6,lose
FIVB,M,2009,46,19,14,0,5,0,7,lose
FIVB,M,2009,40,12,15,2,4,1,7,lose
FIVB,M,2009,72,43,14,0,4,10,10,lose
FIVB,M,2009,63,37,17,1,5,3,9,lose
FIVB,M,2009,56,36,5,1,5,1,15,lose
FIVB,M,2009,46,25,12,2,9,3,9,lose
FIVB,M,2009,41,20,9,2,5,2,5,lose
FIVB,M,2009,63,32,10,0,3,6,17,lose
FIVB,M,2009,45,19,12,0,6,0,9,lose
FIVB,M,2009,34,19,9,0,5,3,8,lose
FIVB,W,2010,46,22,10,0,3,0,12,lose
FIVB,W,2010,37,16,12,4,2,0,6,lose
FIVB,W,2010,47,28,7,0,6,1,9,lose
FIVB,W,2010,39,18,6,1,7,0,12,lose
FIVB,W,2010,43,18,5,0,3,2,8,lose
FIVB,W,2010,46,20,3,1,5,3,13,lose
FIVB,W,2010,54,28,9,0,2,0,10,lose
FIVB,W,2010,41,20,6,3,6,2,11,lose
FIVB,M,2010,45,26,9,4,7,3,16,lose
FIVB,M,2010,43,18,16,0,3,0,4,lose
FIVB,M,2010,46,26,9,0,3,0,12,lose
FIVB,M,2010,54,30,10,1,5,6,14,lose
FIVB,M,2010,68,32,10,2,5,9,10,lose
FIVB,M,2010,40,25,8,2,9,1,11,lose
FIVB,M,2010,42,20,8,3,6,3,4,lose
FIVB,M,2010,51,23,13,0,5,0,7,lose
FIVB,M,2011,46,18,9,1,0,2,7,lose
