circuit,gender,year,attacks,kills,errors,aces,serve_errors,blocks,digs,win
AVP,M,2007,39,22,4,0,7,6,14,win
AVP,M,2007,47,25,5,0,1,5,9,win
AVP,M,2007,44,23,7,0,1,4,17,win
AVP,M,2007,44,27,5,0,1,5,11,win
AVP,M,2007,32,23,3,5,4,2,7,win
AVP,M,2007,52,29,2,4,2,6,14,win
AVP,M,2007,41,25,6,1,3,4,15,win
AVP,M,2007,31,23,2,2,4,5,16,win
AVP,M,2007,45,27,5,0,5,5,10,win
AVP,M,2007,63,37,8,0,4,5,11,win
AVP,M,2007,32,21,2,1,0,3,8,win
AVP,M,2007,36,17,5,2,2,4,12,win
AVP,M,2007,44,25,9,6,10,2,15,win
AVP,M,2007,43,28,3,1,5,6,11,win
AVP,M,2007,33,23,6,4,4,3,9,win
AVP,M,2007,51,37,2,3,7,9,15,win
AVP,M,2007,47,31,4,1,4,6,12,win
AVP,M,2007,61,38,7,8,4,5,8,win
AVP,M,2007,56,29,4,0,0,4,30,win
AVP,M,2007,45,29,6,1,4,4,13,win
AVP,M,2007,66,35,12,2,2,8,14,win
AVP,M,2007,51,29,9,4,10,5,11,win
AVP,M,2007,56,29,7,1,5,5,22,win
AVP,M,2007,54,33,4,1,3,3,22,win
AVP,M,2007,67,41,6,3,10,5,17,win
AVP,M,2007,49,30,4,5,5,5,13,win
AVP,M,2007,39,27,1,2,4,4,18,win
AVP,M,2007,36,19,7,1,4,6,10,win
AVP,M,2007,34,20,5,2,4,6,12,win
AVP,M,2007,28,20,2,5,2,3,11,win
AVP,M,2007,46,24,9,0,1,5,15,win
AVP,M,2007,35,26,4,1,7,0,9,win
AVP,M,2007,65,37,9,1,2,8,14,win
AVP,M,2007,42,20,5,5,0,1,17,win
AVP,M,2007,37,25,4,6,8,0,10,win
AVP,M,2007,70,28,14,8,6,15,24,win
AVP,M,2007,41,25,7,4,4,0,11,win
AVP,M,2007,70,37,10,1,4,3,23,win
AVP,M,2007,32,25,1,8,11,0,11,win
AVP,M,2007,31,20,2,0,4,3,9,win
AVP,M,2007,46,33,6,2,4,3,16,win
AVP,M,2007,75,38,8,0,2,2,25,win
AVP,M,2007,34,23,3,2,1,4,18,win
AVP,M,2007,50,31,6,5,11,4,10,win
AVP,M,2007,45,32,4,1,5,2,10,win
AVP,M,2007,52,32,10,6,8,5,13,win
AVP,M,2007,52,28,5,0,3,3,11,win
AVP,M,2007,74,31,7,3,4,4,31,win
AVP,M,2007,48,30,5,4,3,6,14,win
AVP,M,2007,43,22,6,7,7,1,10,win
AVP,M,2007,40,21,4,1,1,4,8,win
AVP,M,2007,38,23,3,0,5,7,16,win
AVP,M,2007,52,33,5,3,2,3,11,win
AVP,M,2007,38,25,7,1,4,1,14,win
AVP,M,2007,48,26,7,1,2,7,21,win
AVP,M,2007,45,29,6,8,9,0,8,win
AVP,M,2007,61,37,7,1,3,10,17,win
AVP,M,2007,36,21,7,2,4,7,7,win
AVP,M,2007,72,43,10,2,6,6,21,win
AVP,M,2007,64,34,7,1,8,1,19,win
AVP,W,2007,34,26,3,8,9,0,14,win
AVP,W,2007,54,35,3,3,3,3,17,win
AVP,W,2007,56,34,5,2,2,3,20,win
AVP,W,2007,54,21,3,5,2,4,29,win
AVP,W,2007,43,27,1,3,6,2,11,win
AVP,W,2007,53,22,9,3,1,3,15,win
AVP,W,2007,45,24,5,6,7,3,14,win
AVP,W,2007,44,28,3,4,4,1,16,win
AVP,W,2007,47,31,4,1,6,2,15,win
AVP,W,2007,45,24,5,4,3,0,19,win
AVP,W,2007,44,26,2,3,2,4,18,win
AVP,W,2007,32,24,2,5,4,3,10,win
AVP,W,2007,44,31,2,4,4,3,8,win
AVP,W,2007,41,27,3,2,3,0,17,win
AVP,W,2007,50,31,4,6,5,1,18,win
AVP,W,2007,45,25,6,6,3,1,18,win
AVP,W,2007,50,28,7,1,4,2,21,win
AVP,W,2007,44,30,3,2,5,5,13,win
AVP,W,2007,47,29,4,2,7,1,15,win
AVP,W,2007,54,29,3,3,6,2,16,win
AVP,W,2007,55,34,4,1,4,1,28,win
AVP,W,2007,32,23,1,4,8,3,13,win
AVP,W,2007,42,22,6,3,5,1,12,win
AVP,W,2007,34,20,3,6,12,2,5,win
AVP,W,2007,61,28,8,3,2,2,22,win
AVP,W,2007,32,22,3,5,6,1,9,win
AVP,W,2007,62,29,11,1,5,2,16,win
AVP,W,2007,41,26,5,4,7,3,17,win
AVP,W,2007,44,21,5,4,5,2,21,win
AVP,W,2007,75,43,9,2,9,1,25,win
AVP,W,2007,40,30,1,2,3,3,20,win
AVP,W,2007,56,25,4,2,1,3,25,win
AVP,W,2007,44,23,4,5,2,4,19,win
AVP,W,2007,63,38,10,2,2,2,24,win
AVP,W,2007,45,25,8,5,3,2,20,win
AVP,W,2007,70,31,8,4,1,0,29,win
AVP,W,2007,64,34,7,1,3,5,16,win
AVP,W,2007,60,31,9,8,6,2,15,win
AVP,W,2007,33,15,5,8,1,0,21,win
AVP,W,2007,46,30,2,2,2,4,17,win
AVP,W,2007,60,26,10,2,3,4,19,win
AVP,W,2007,60,29,2,4,3,0,18,win
AVP,W,2007,47,26,4,5,4,4,16,win
AVP,W,2007,65,31,7,1,3,2,27,win
AVP,W,2007,49,29,3,4,3,3,16,win
AVP,W,2007,57,26,8,6,6,1,18,win
AVP,W,2007,40,25,1,8,5,1,15,win
AVP,W,2007,50,27,2,4,1,0,17,win
AVP,W,2007,50,27,4,2,0,2,19,win
AVP,W,2007,59,29,6,3,6,5,22,win
AVP,W,2007,67,34,5,1,8,3,17,win
AVP,W,2007,64,32,3,4,1,0,31,win
AVP,W,2007,52,29,4,0,2,1,19,win
AVP,W,2007,66,35,6,0,5,2,31,win
AVP,W,2007,51,29,6,3,4,0,21,win
AVP,W,2007,56,31,4,3,4,0,23,win
AVP,W,2007,53,32,6,2,3,2,20,win
AVP,W,2007,55,30,3,2,7,2,25,win
AVP,W,2007,46,31,2,2,6,1,18,win
AVP,W,2007,66,32,13,1,3,4,15,win
AVP,W,2007,66,32,8,5,4,6,19,win
AVP,M,2007,36,27,6,3,3,2,5,win
AVP,M,2007,78,43,12,0,1,3,16,win
AVP,M,2007,45,28,4,2,0,3,17,win
AVP,M,2007,29,18,5,8,5,3,6,win
AVP,M,2007,37,27,1,1,2,6,10,win
AVP,M,2007,38,28,2,1,1,4,9,win
AVP,M,2007,70,47,9,2,8,1,18,win
AVP,M,2007,36,27,2,2,2,5,9,win
AVP,M,2007,26,21,3,3,3,1,3,win
AVP,M,2007,53,32,4,1,6,3,13,win
AVP,M,2007,41,27,2,0,2,3,12,win
AVP,M,2007,43,26,7,1,8,5,12,win
AVP,M,2007,45,26,4,3,6,4,15,win
AVP,M,2007,35,18,3,4,3,4,12,win
AVP,M,2007,43,29,3,1,3,4,12,win
AVP,M,2007,38,22,6,2,4,4,10,win
AVP,M,2007,75,39,10,0,3,6,23,win
AVP,M,2007,51,33,10,7,8,3,7,win
AVP,M,2007,63,39,12,1,3,7,9,win
AVP,M,2007,59,33,6,1,0,3,19,win
AVP,M,2007,44,25,6,3,4,5,12,win
AVP,M,2007,67,43,7,1,10,4,7,win
AVP,M,2007,45,25,3,2,0,6,18,win
AVP,M,2007,36,25,4,0,4,5,7,win
AVP,M,2007,40,22,3,6,2,6,10,win
AVP,M,2007,49,25,9,1,1,9,19,win
AVP,M,2007,38,27,5,1,6,3,5,win
AVP,M,2007,35,23,2,5,5,3,9,win
AVP,M,2007,23,18,3,2,2,9,6,win
AVP,M,2007,41,24,7,4,1,6,17,win
AVP,M,2007,42,28,5,3,2,0,9,win
AVP,M,2007,70,46,11,0,2,6,17,win
AVP,M,2007,36,23,3,3,3,2,8,win
AVP,M,2007,38,22,4,4,6,2,12,win
AVP,M,2007,43,29,4,5,3,1,12,win
AVP,M,2007,46,29,2,1,3,3,14,win
AVP,M,2007,56,26,5,6,6,3,20,win
AVP,M,2007,59,32,14,0,1,3,11,win
AVP,M,2007,60,30,3,0,5,4,25,win
AVP,M,2007,57,33,7,4,3,3,18,win
AVP,M,2007,33,19,4,1,0,7,12,win
AVP,M,2007,58,32,7,4,2,2,14,win
AVP,M,2007,57,32,4,0,3,2,19,win
AVP,M,2007,60,39,10,2,2,4,18,win
AVP,M,2007,40,19,5,5,4,4,12,win
AVP,M,2007,48,27,3,1,2,5,13,win
AVP,M,2007,47,26,5,1,5,6,14,win
AVP,M,2007,43,36,3,0,0,1,9,win
AVP,M,2007,51,28,8,0,3,10,14,win
AVP,M,2007,43,30,3,3,4,1,14,win
AVP,M,2007,42,22,4,1,1,11,8,win
AVP,M,2007,45,30,6,5,5,1,13,win
AVP,M,2007,62,33,6,1,1,4,26,win
AVP,M,2007,51,31,6,1,2,3,13,win
AVP,M,2007,34,21,4,4,4,3,12,win
AVP,M,2007,47,28,10,2,5,6,14,win
AVP,M,2007,50,28,12,2,4,9,11,win
AVP,M,2007,55,32,3,5,3,7,13,win
AVP,M,2007,33,23,3,2,2,8,10,win
AVP,M,2007,61,34,7,2,5,3,21,win
AVP,M,2007,73,38,13,2,4,6,24,win
AVP,W,2007,37,28,1,2,1,5,19,win
AVP,W,2007,55,28,6,5,4,2,29,win
AVP,W,2007,71,44,8,3,3,1,15,win
AVP,W,2007,37,30,2,3,3,3,15,win
AVP,W,2007,40,27,4,7,3,1,15,win
AVP,W,2007,48,24,1,1,4,2,14,win
AVP,W,2007,56,33,2,0,3,1,16,win
AVP,W,2007,33,24,3,8,7,6,12,win
AVP,W,2007,36,28,3,8,4,1,14,win
AVP,W,2007,54,26,2,4,0,4,20,win
AVP,W,2007,55,31,0,9,0,0,15,win
AVP,W,2007,46,32,0,2,3,2,15,win
AVP,W,2007,46,29,6,4,6,1,14,win
AVP,W,2007,45,28,1,3,5,3,16,win
AVP,W,2007,64,28,7,5,1,2,30,win
AVP,W,2007,32,24,3,7,4,1,14,win
AVP,W,2007,39,27,1,1,0,5,26,win
AVP,W,2007,51,32,4,1,1,2,18,win
AVP,W,2007,56,31,5,2,8,2,20,win
AVP,W,2007,77,31,6,3,4,0,36,win
AVP,W,2007,66,27,8,4,4,4,32,win
AVP,W,2007,43,32,3,2,8,1,18,win
AVP,W,2007,35,30,0,2,4,2,13,win
AVP,W,2007,27,17,2,6,3,6,10,win
AVP,W,2007,50,32,1,2,2,3,28,win
AVP,W,2007,82,36,7,2,5,1,38,win
AVP,W,2007,49,26,3,2,2,2,25,win
AVP,W,2007,34,26,2,6,5,0,8,win
AVP,W,2007,46,37,1,0,2,1,18,win
AVP,W,2007,70,30,7,0,5,4,24,win
AVP,W,2007,49,34,2,0,2,1,14,win
AVP,W,2007,55,29,1,6,1,1,25,win
AVP,W,2007,77,31,5,4,4,4,27,win
AVP,W,2007,49,32,2,1,4,2,16,win
AVP,W,2007,42,24,3,3,5,3,9,win
AVP,W,2007,45,30,3,5,4,2,16,win
AVP,W,2007,51,34,4,4,3,3,11,win
AVP,W,2007,51,32,1,0,1,2,13,win
AVP,W,2007,67,36,11,4,4,4,16,win
AVP,W,2007,88,48,16,0,3,4,37,win
AVP,W,2007,51,29,1,1,2,2,25,win
AVP,W,2007,67,38,6,1,2,1,25,win
AVP,W,2007,42,23,1,6,0,5,20,win
AVP,W,2007,53,26,3,4,4,1,20,win
AVP,W,2007,71,50,7,2,8,6,14,win
AVP,W,2007,50,30,6,1,2,2,15,win
AVP,W,2007,64,39,9,2,7,3,24,win
AVP,W,2007,62,37,4,7,5,1,18,win
AVP,W,2007,53,27,3,1,2,3,22,win
AVP,W,2007,74,33,10,1,0,5,35,win
AVP,W,2007,44,29,3,1,6,4,12,win
AVP,W,2007,70,36,10,3,2,3,18,win
AVP,W,2007,59,35,7,1,4,2,18,win
AVP,W,2007,47,28,6,2,5,3,16,win
AVP,W,2007,43,26,6,1,1,2,15,win
AVP,W,2007,51,34,3,2,6,0,13,win
AVP,W,2007,40,32,2,2,7,2,13,win
AVP,W,2007,59,32,3,3,6,0,23,win
AVP,W,2007,41,23,3,4,6,4,16,win
AVP,W,2007,55,26,4,1,0,5,28,win
AVP,M,2007,41,27,3,1,5,3,8,win
AVP,M,2007,38,24,4,1,3,4,10,win
AVP,M,2007,65,40,6,3,6,7,17,win
AVP,M,2007,56,30,6,0,3,6,22,win
AVP,M,2007,69,36,10,0,2,4,18,win
AVP,M,2007,50,23,3,4,5,3,21,win
AVP,M,2007,72,42,11,2,3,2,19,win
AVP,M,2007,49,33,5,8,9,3,15,win
AVP,M,2007,37,23,5,1,4,7,17,win
AVP,M,2007,76,32,7,0,3,4,30,win
AVP,M,2007,39,26,5,2,0,5,14,win
AVP,M,2007,47,24,5,2,2,3,19,win
AVP,M,2007,40,22,3,1,6,7,14,win
AVP,M,2007,45,27,3,0,4,6,9,win
AVP,M,2007,81,43,14,1,3,3,28,win
AVP,M,2007,41,22,2,1,1,6,17,win
AVP,M,2007,57,33,10,3,2,7,15,win
AVP,M,2007,43,23,4,1,2,4,16,win
AVP,M,2007,39,27,3,5,5,3,20,win
AVP,M,2007,30,18,5,4,9,3,12,win
AVP,M,2007,48,25,9,1,2,3,23,win
AVP,M,2007,82,44,9,0,3,7,21,win
AVP,M,2007,66,33,11,1,3,9,17,win
AVP,M,2007,55,30,7,1,4,5,15,win
AVP,M,2007,44,26,6,2,5,6,10,win
AVP,M,2007,56,33,10,4,11,1,12,win
AVP,M,2007,50,25,10,0,0,10,16,win
AVP,M,2007,56,31,8,6,4,4,11,win
AVP,M,2007,47,27,5,2,3,7,10,win
AVP,M,2007,49,31,5,4,4,2,17,win
AVP,M,2007,39,24,7,2,5,3,11,win
AVP,M,2007,76,40,11,1,8,5,24,win
AVP,M,2007,66,33,8,0,2,8,13,win
AVP,M,2007,54,34,8,1,2,4,18,win
AVP,M,2007,67,35,8,6,5,1,21,win
AVP,M,2007,53,29,6,1,10,6,16,win
AVP,M,2007,48,28,4,0,3,7,14,win
AVP,M,2007,37,24,6,2,3,2,13,win
AVP,M,2007,45,35,1,1,8,0,13,win
AVP,M,2007,31,18,8,3,4,2,10,win
AVP,M,2007,77,32,14,0,1,7,30,win
AVP,M,2007,63,36,6,1,3,6,17,win
AVP,M,2007,65,46,4,3,9,1,14,win
AVP,M,2007,53,30,12,0,2,0,19,win
AVP,M,2007,44,31,3,4,6,4,12,win
AVP,M,2007,51,32,7,2,5,3,18,win
AVP,M,2007,43,28,6,6,6,3,4,win
AVP,M,2007,42,27,4,2,2,3,11,win
AVP,M,2007,35,26,1,0,0,2,10,win
AVP,M,2007,34,21,3,7,6,5,8,win
AVP,M,2007,41,21,9,4,6,7,8,win
AVP,M,2007,75,36,13,2,1,6,16,win
AVP,M,2007,70,36,7,1,0,5,24,win
AVP,M,2007,38,21,5,9,2,5,8,win
AVP,M,2007,47,27,7,1,0,3,17,win
AVP,M,2007,79,38,6,2,5,4,24,win
AVP,M,2007,83,49,10,0,6,2,25,win
AVP,M,2007,34,17,5,4,6,6,6,win
AVP,M,2007,40,26,0,1,2,7,5,win
AVP,M,2007,55,32,7,3,4,3,14,win
AVP,M,2007,39,26,8,0,3,5,10,win
AVP,W,2007,37,25,4,4,6,0,9,win
AVP,W,2007,63,37,4,3,3,3,19,win
AVP,W,2007,42,27,3,2,5,1,20,win
AVP,W,2007,66,35,6,1,5,6,28,win
AVP,W,2007,40,26,1,6,1,0,20,win
AVP,W,2007,43,23,5,3,1,3,16,win
AVP,W,2007,38,23,4,3,5,5,13,win
AVP,W,2007,52,25,4,3,5,3,26,win
AVP,W,2007,37,21,3,7,3,4,15,win
AVP,W,2007,60,31,2,1,2,3,20,win
AVP,W,2007,45,25,2,3,3,0,28,win
AVP,W,2007,35,25,1,2,4,1,18,win
AVP,W,2007,37,24,2,3,7,1,16,win
AVP,W,2007,39,23,5,5,6,1,15,win
AVP,W,2007,48,24,6,2,3,3,16,win
AVP,W,2007,47,28,5,5,5,3,18,win
AVP,W,2007,48,30,6,5,3,3,15,win
AVP,W,2007,50,26,6,3,6,1,20,win
AVP,W,2007,58,36,2,0,7,3,24,win
AVP,W,2007,51,30,5,10,2,1,16,win
AVP,W,2007,61,28,6,2,4,3,22,win
AVP,W,2007,48,25,3,2,1,1,32,win
AVP,W,2007,63,36,6,5,2,4,20,win
AVP,W,2007,75,38,9,5,9,1,24,win
AVP,W,2007,86,41,6,3,3,3,43,win
AVP,W,2007,56,33,2,2,3,3,23,win
AVP,W,2007,65,39,8,2,2,3,22,win
AVP,W,2007,46,25,6,5,1,1,23,win
AVP,W,2007,84,41,10,1,4,1,30,win
AVP,W,2007,71,39,10,4,0,1,23,win
AVP,W,2007,61,37,7,4,9,1,16,win
AVP,W,2007,63,32,5,6,2,3,23,win
AVP,W,2007,65,41,4,2,5,2,17,win
AVP,W,2007,57,30,2,0,2,2,25,win
AVP,W,2007,89,37,12,1,2,3,47,win
AVP,W,2007,47,25,4,5,5,1,26,win
AVP,W,2007,47,20,5,2,2,1,13,win
AVP,W,2007,77,32,13,6,4,2,35,win
AVP,W,2007,77,36,8,9,5,1,18,win
AVP,W,2007,55,29,7,3,2,2,18,win
AVP,W,2007,55,32,6,7,2,0,26,win
AVP,W,2007,76,40,8,1,5,3,34,win
AVP,W,2007,61,30,4,0,5,5,28,win
AVP,W,2007,40,21,4,1,4,6,21,win
AVP,W,2007,78,32,8,4,8,5,36,win
AVP,W,2007,56,34,8,3,2,3,20,win
AVP,W,2007,64,34,9,4,7,2,20,win
AVP,W,2007,63,31,2,4,3,0,34,win
AVP,W,2007,62,36,5,3,2,1,26,win
AVP,W,2007,90,33,5,4,6,5,43,win
AVP,W,2007,70,29,6,2,1,0,32,win
AVP,W,2007,57,30,2,2,6,2,24,win
AVP,W,2007,74,38,12,2,2,2,24,win
AVP,W,2007,58,29,9,1,2,0,24,win
AVP,W,2007,59,35,5,1,3,2,16,win
AVP,W,2007,67,27,5,1,1,3,31,win
AVP,W,2007,56,33,5,3,4,2,17,win
AVP,W,2007,76,38,12,2,4,2,28,win
AVP,W,2007,50,31,3,2,0,1,19,win
AVP,W,2007,51,26,5,0,5,2,19,win
AVP,W,2007,68,35,4,0,5,2,30,win
AVP,M,2007,36,22,2,4,3,5,20,win
AVP,M,2007,35,23,2,2,1,5,12,win
AVP,M,2007,42,24,3,3,9,6,16,win
AVP,M,2007,47,31,3,0,2,6,15,win
AVP,M,2007,54,30,11,0,2,8,13,win
AVP,M,2007,47,29,8,1,3,5,17,win
AVP,M,2007,67,31,14,0,2,4,25,win
AVP,M,2007,32,26,0,1,4,3,9,win
AVP,M,2007,44,28,6,1,6,6,15,win
AVP,M,2007,60,33,5,1,4,6,21,win
AVP,M,2007,33,25,1,0,3,6,6,win
AVP,M,2007,48,26,12,2,7,5,21,win
AVP,M,2007,36,24,3,3,4,4,11,win
AVP,M,2007,39,23,4,0,0,1,18,win
AVP,M,2007,79,30,18,0,2,7,34,win
AVP,M,2007,39,23,8,1,3,5,14,win
AVP,M,2007,37,27,5,4,4,1,12,win
AVP,M,2007,43,24,3,0,1,7,9,win
AVP,M,2007,40,26,3,0,1,4,12,win
AVP,M,2007,42,25,2,1,3,1,10,win
AVP,M,2007,41,31,2,0,3,4,9,win
AVP,M,2007,36,22,5,5,6,3,11,win
AVP,M,2007,36,23,1,1,4,9,8,win
AVP,M,2007,44,30,3,1,5,4,13,win
AVP,M,2007,49,23,7,0,3,6,14,win
AVP,M,2007,55,26,13,1,2,4,9,win
AVP,M,2007,62,33,14,2,8,4,18,win
AVP,M,2007,67,34,9,3,1,9,17,win
AVP,M,2007,78,41,8,0,0,5,23,win
AVP,M,2007,48,25,5,4,6,10,9,win
AVP,M,2007,31,21,4,3,7,2,7,win
AVP,M,2007,76,36,11,1,5,4,36,win
AVP,M,2007,82,34,16,1,5,5,20,win
AVP,M,2007,41,21,4,5,2,1,14,win
AVP,M,2007,45,22,9,7,7,2,13,win
AVP,M,2007,71,31,16,4,4,7,23,win
AVP,M,2007,43,22,8,4,2,4,15,win
AVP,M,2007,54,27,10,2,5,6,17,win
AVP,M,2007,40,28,7,3,7,2,7,win
AVP,M,2007,46,29,2,1,6,3,24,win
AVP,M,2007,56,28,5,1,1,4,26,win
AVP,M,2007,58,34,8,1,0,5,24,win
AVP,M,2007,46,26,5,3,5,1,19,win
AVP,M,2007,55,32,8,0,2,2,21,win
AVP,M,2007,68,38,11,2,9,4,14,win
AVP,M,2007,54,33,6,2,3,5,14,win
AVP,M,2007,51,33,4,2,12,5,11,win
AVP,M,2007,86,44,13,1,3,1,28,win
AVP,M,2007,67,37,10,2,4,6,18,win
AVP,M,2007,65,27,9,1,3,3,18,win
AVP,M,2007,37,22,6,5,7,3,10,win
AVP,M,2007,45,27,8,3,6,5,8,win
AVP,M,2007,65,39,12,1,6,2,20,win
AVP,M,2007,38,24,3,5,5,5,11,win
AVP,M,2007,27,20,2,6,5,1,7,win
AVP,M,2007,41,25,4,2,2,7,14,win
AVP,M,2007,54,34,7,9,12,1,10,win
AVP,M,2007,35,22,3,1,4,7,14,win
AVP,M,2007,75,36,7,1,1,10,29,win
AVP,M,2007,48,28,5,3,4,6,13,win
AVP,M,2007,74,41,9,2,10,5,22,win
AVP,W,2007,42,27,4,0,0,2,18,win
AVP,W,2007,72,30,10,4,2,6,26,win
AVP,W,2007,48,26,5,0,3,2,23,win
AVP,W,2007,46,25,5,4,4,1,21,win
AVP,W,2007,43,31,4,4,8,1,14,win
AVP,W,2007,50,30,5,2,1,3,26,win
AVP,W,2007,58,37,5,1,2,1,17,win
AVP,W,2007,39,27,2,3,6,2,13,win
AVP,W,2007,54,27,6,2,6,3,23,win
AVP,W,2007,67,39,6,1,4,0,21,win
AVP,W,2007,50,36,4,0,6,1,17,win
AVP,W,2007,39,29,2,3,5,3,11,win
AVP,W,2007,48,29,8,1,3,1,10,win
AVP,W,2007,51,30,4,5,6,1,20,win
AVP,W,2007,44,23,4,7,7,1,13,win
AVP,W,2007,39,24,2,6,6,3,17,win
AVP,W,2007,50,24,3,4,1,2,33,win
AVP,W,2007,56,38,3,3,6,2,16,win
AVP,W,2007,41,25,5,6,8,2,13,win
AVP,W,2007,49,30,2,1,3,3,13,win
AVP,W,2007,68,30,3,3,1,2,34,win
AVP,W,2007,44,27,5,1,4,9,16,win
AVP,W,2007,48,28,4,4,2,1,18,win
AVP,W,2007,37,28,5,3,3,3,13,win
AVP,W,2007,47,27,1,3,1,3,20,win
AVP,W,2007,51,27,8,6,5,0,17,win
AVP,W,2007,69,36,9,3,5,5,20,win
AVP,W,2007,70,35,4,5,6,3,17,win
AVP,W,2007,44,25,2,1,1,5,17,win
AVP,W,2007,52,29,6,2,4,3,14,win
AVP,W,2007,53,27,1,2,1,0,26,win
AVP,W,2007,50,31,7,4,1,0,15,win
AVP,W,2007,71,28,4,1,3,5,23,win
AVP,W,2007,53,28,2,4,1,0,29,win
AVP,W,2007,58,32,4,1,3,3,23,win
AVP,W,2007,42,21,5,1,0,3,16,win
AVP,W,2007,84,39,9,2,3,3,37,win
AVP,W,2007,51,28,3,6,3,1,20,win
AVP,W,2007,49,27,3,2,2,3,17,win
AVP,W,2007,50,29,7,0,5,1,10,win
AVP,W,2007,79,40,7,2,5,4,29,win
AVP,W,2007,53,32,2,2,2,0,22,win
AVP,W,2007,43,27,2,1,2,4,20,win
AVP,W,2007,45,28,3,1,1,4,16,win
AVP,W,2007,61,34,4,2,2,0,19,win
AVP,W,2007,45,22,4,4,3,5,22,win
AVP,W,2007,51,30,4,1,2,4,18,win
AVP,W,2007,73,37,4,1,2,0,21,win
AVP,W,2007,42,24,2,2,4,4,13,win
AVP,W,2007,65,34,9,1,3,0,23,win
AVP,W,2007,37,25,2,3,5,1,10,win
AVP,W,2007,66,31,4,2,4,0,37,win
AVP,W,2007,53,29,6,4,6,0,14,win
AVP,W,2007,41,19,11,3,3,5,9,win
AVP,W,2007,69,37,7,1,3,2,23,win
AVP,W,2007,47,30,6,3,9,2,14,win
AVP,W,2007,48,31,4,3,3,4,12,win
AVP,W,2007,71,35,10,4,7,5,21,win
AVP,W,2007,56,31,6,1,2,6,15,win
AVP,W,2007,67,42,7,1,12,7,15,win
AVP,W,2007,57,26,8,1,1,3,27,win
AVP,M,2007,38,25,3,0,4,2,8,win
AVP,M,2007,45,28,5,2,6,4,11,win
AVP,M,2007,38,26,9,1,5,3,12,win
AVP,M,2007,41,28,3,1,2,3,16,win
AVP,M,2007,62,31,7,3,3,7,19,win
AVP,M,2007,51,33,4,3,6,7,9,win
AVP,M,2007,50,30,6,1,2,2,12,win
AVP,M,2007,52,33,6,3,4,3,10,win
AVP,M,2007,67,35,10,2,8,9,20,win
AVP,M,2007,48,27,4,0,1,5,19,win
AVP,M,2007,41,30,1,1,12,1,8,win
AVP,M,2007,36,20,5,2,2,7,10,win
AVP,M,2007,41,26,3,1,4,6,12,win
AVP,M,2007,58,37,7,0,10,7,17,win
AVP,M,2007,48,35,2,0,1,3,10,win
AVP,M,2007,29,17,3,7,4,8,9,win
AVP,M,2007,40,30,5,2,10,4,10,win
AVP,M,2007,35,27,4,4,7,5,7,win
AVP,M,2007,50,24,4,1,3,3,20,win
AVP,M,2007,58,34,8,3,6,9,20,win
AVP,M,2007,31,23,4,2,8,5,4,win
AVP,M,2007,82,36,14,1,3,5,36,win
AVP,M,2007,56,35,10,3,6,6,7,win
AVP,M,2007,49,32,5,1,5,4,11,win
AVP,M,2007,38,22,5,3,7,5,10,win
AVP,M,2007,41,26,1,0,4,5,15,win
AVP,M,2007,70,46,6,1,5,5,14,win
AVP,M,2007,35,24,4,2,5,2,13,win
AVP,M,2007,48,26,8,5,6,6,10,win
AVP,M,2007,32,20,5,2,1,4,7,win
AVP,M,2007,56,38,7,2,3,4,9,win
AVP,M,2007,70,34,12,0,5,7,14,win
AVP,M,2007,26,22,2,5,5,8,3,win
AVP,M,2007,68,35,10,2,3,4,10,win
AVP,M,2007,51,33,7,2,2,1,18,win
AVP,M,2007,38,23,4,4,2,5,14,win
AVP,M,2007,49,36,4,1,5,2,15,win
AVP,M,2007,58,34,13,0,4,2,19,win
AVP,M,2007,53,31,4,0,4,6,21,win
AVP,M,2007,40,21,4,6,3,2,7,win
AVP,M,2007,63,31,6,4,1,1,18,win
AVP,M,2007,62,24,16,6,13,3,17,win
AVP,M,2007,54,26,6,4,3,7,12,win
AVP,M,2007,37,20,8,8,2,5,10,win
AVP,M,2007,48,26,5,4,3,6,22,win
AVP,W,2007,40,24,4,5,6,3,9,win
AVP,W,2007,40,24,3,2,1,1,10,win
AVP,W,2007,47,24,8,4,2,0,8,win
AVP,W,2007,48,24,5,4,3,7,14,win
AVP,W,2007,47,31,5,4,5,1,14,win
AVP,W,2007,56,29,2,4,4,3,23,win
AVP,W,2007,53,29,7,1,4,3,19,win
AVP,W,2007,57,30,6,3,5,5,19,win
AVP,W,2007,60,35,5,3,3,6,20,win
AVP,W,2007,77,41,8,1,2,0,30,win
AVP,W,2007,62,39,8,2,10,4,16,win
AVP,W,2007,70,31,9,2,6,3,26,win
AVP,W,2007,48,34,3,1,3,1,19,win
AVP,W,2007,40,26,3,2,0,8,11,win
AVP,W,2007,82,47,9,2,4,0,33,win
AVP,W,2007,40,23,4,3,5,4,13,win
AVP,W,2007,43,33,1,2,4,3,16,win
AVP,W,2007,49,25,6,5,4,5,14,win
AVP,W,2007,75,38,6,0,5,3,27,win
AVP,W,2007,54,33,3,4,4,4,13,win
AVP,W,2007,49,26,5,3,1,3,25,win
AVP,W,2007,45,21,8,8,9,1,13,win
AVP,W,2007,46,24,5,2,7,6,12,win
AVP,W,2007,38,26,3,8,3,1,17,win
AVP,W,2007,50,27,8,2,5,3,20,win
AVP,W,2007,79,41,12,1,8,1,22,win
AVP,W,2007,84,35,16,5,3,8,22,win
